text,label
"gak bisa tidur ni.,.,",Ringan
aku suka insom QAQ @WeGotLoves :Ada beberapa kasus yg menyebabkan seseorang meninggal krn insomnia. Sebab kurang tidur membuat penderita,Ringan
Ada beberapa kasus yg menyebabkan seseorang meninggal krn insomnia. Sebab kurang tidur membuat penderita lemah gemetaran &amp;kesulitan bernapas,Ringan
"Menurut pihak National Sleep Foundation, wanita dua kali lebih tinggi untuk menderita insomnia daripada pria.",Ringan
"Meskipun sudah banyak yg menyebutkan bahaya obat tidur, anehnya orang2 yg insomnia tetap mengandalkan pil ini untuk membunuh gangguan tidur",Ringan
Hewan lain seperti serangga juga mengalami insomnia layaknya manusia. Hal ini telah dibuktikan melalui penelitian resmi dari Washington,Ringan
"Insomnia bisa diwariskan, Penelitian menyebutkan orang yg menderita insomnia kebanyakan memiliki sejarah keluarga dgn gangguan tidur yg sama",Ringan
"Karna banyak yang ngaku terserang ""insomnia"" jadi Luhan mau share fakta aneh tentang insomnia ah",Ringan
"Lem ""@DeviiUtami: Mau merem aja susah~""",Tidak Ada
Di antara bola mata dan kelopak mata ada dunia yang tak bisa dilihat dengan cara apa pun. Kecuali dengan insomnia.,Ringan
Paling gak bisa tidur kalo dalem kamar ada road race.,Ringan
beberapa orang malam ini gak bisa tidur karena dihantui deadline tugas,Ringan
Insomnia bukanlah gagal-tidur. Insomnia ialah bola mata yang bertukar tangkap dengan lepas dengan kelopak mata.,Ringan
"Tidur itu untuk para pemburu mimpi, sedangkan insomnia itu untuk pencipta mimpi.",Ringan
@shaniaJKT48 aku jg gak bisa tidur ..,Ringan
"Insomnia memiliki konsekuensi di siang hari seperti misalnya, terlambat bereaksi dan terlambat untuk ingat sesuatu.",Ringan
"Ancur ati abang dek~ RT @Fhitasss_: saya dong :D ""@jarangmandi_: Satu-satunya hal yang sukses bikin aku susah tidur adlh, lesung pipi kamu.""",Ringan
"Satu-satunya hal yang sukses bikin aku susah tidur adalah, lesung pipi kamu.",Ringan
"Jika sukses berawal dari mimpi, maka Insomnia adalah penyakit orang2 yg ga akan bisa sukses. #Analis",Tidak Ada
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",Ringan
Menunda-nunda dapat melemahkan sistem kekebalan tubuh serta penyebab insomnia. #Psikologi,Ringan
Balita Anda Susah Tidur? Mungkin Ini Penyebabnya via @detikhealth,Tidak Ada
Balita Anda Susah Tidur? Mungkin Ini Penyebabnya,Ringan
"Mengkonsumsi pisang, yang kaya akan vitamin B6, dapat secara perlahan menghilangkan insomnia. #TipsBPN",Ringan
"Durian mengandung banyak asam amino triptofan, yang berguna untuk mengurangi rasa gelisah, depresi dan mengobati insomnia.",Ringan
"Insomnia susah tidur. Outsomnia susah bangun. Yak, cerdas.",Ringan
"Kalo dari semalem sampe sekarang belum tidur, masih dibilang insomnia nggak?",Ringan
"Kadang sebel kalo dia gak ngabarin, kadang sebel kalo dia ngebetein. Tapi gpp, masih mending daripada harus sebel kalo dia udah gak ada :))",Tidak Ada
banyak top yg cuma pengen cobain doang abis itu ngilang,Tidak Ada
"Ini kalau hati bisa dicopotin bentar udah gue copot nih, abis gak kuat nahan sakitnya.",Tidak Ada
"Sekali seumur hidup berperkara eh lawannya anak mantan presiden pula. Capek. Menang jd arang. Kalah jd abu, wkwkwk",Tidak Ada
"@dwiehastuty1 @fahruu_din acara org dewasa gak ada yg bagus di TV, mending nonton kartun :p",Tidak Ada
Gak ada gunanya nangisin mantan :/ mending cari yang lain aja :D,Tidak Ada
"Dicuekin,diabaikan,didiemin,ditinggalin, dibodoamatin,digak peduliin, gak dikasih kabar. Udah biasa! Udah kuat! Udah gak kaget! Udah kebal!",Tidak Ada
Berhenti merokok bukan berarti hilang keinginan merokok. Gue sih masih pengen. Tinggal diikutin apa nggak.,Tidak Ada
"@inez_yushiro emang gak ada, hehe mending pasang antena biasa ajah seperti yg barusan ayas lakukan :p",Tidak Ada
"Ada MOU. Bisa dinotariskan... Kalau ragu, mending gak usah ikut aja. Simple :) "" @akr990 apa jaminannya, mmg bisnis apa?",Tidak Ada
:)RT @Ricardo_bayu_ok: Nnton Tv sama @Super_aay tpy mata uda gk kuat udah gak ngantuk lg pas da te @jenita_janet d.acara @YuKeepSmile_TTV,Tidak Ada
"Daripada bt sinetronnya gak tayang,mending klik ini &gt;&gt; like fanpage MD,terus liat notes nya,ada yg baruu.. ;)",Tidak Ada
BBM Terakhir Yenny Anggraeny: Saya Udah Gak Kuat!,Tidak Ada
Kuat. Udah dipikirkan “@deryansyah: @pandji hostingnya sendiri gimana mas? kuat gak kalo misalnya 100 orang ngedownload secara bersamaan?”,Tidak Ada
Pengen berhenti merokok tuh hampir samalah kayak pengen berhenti mikirin kamu. Susah. :(,Tidak Ada
Gpp bro saling ngasih tau aja ga ada salahnya kan;)RT @putrazhi: @dokterdroid ternyata banyak yg gak ngerti sama HH ya :D mending srh...,Tidak Ada
Dan ini perlu kita lakukan bersama2! 20 thn dr skrg kl umur udah sekitar 50 thn kita gak boleh membebani generasi di bawah kita! Musti kuat!,Tidak Ada
"Nangis bukan berarti nunjukin kalau seseorang lemah dong, mungkin itu emang udah bener-bener gak kuat mendem lagi.",Tidak Ada
"Sadarlah mencaci maki gak akan ada untungnya, mending bicara yang sopan lebih elegan. Kritik yg pedas asal sopan jauh bermartabat.",Tidak Ada
"Gak ada untungnya mikirin mantan, mending mikirin buat masa depan! :'))",Tidak Ada
"Koruptor membusuk di penjara RT @AltiPutra: Pemimpin hidup abadi dalam sejarah, sedang pengamat capek baca buku sejarah",Tidak Ada
"Sore\"" kalo gak ada kerjaan mending olahraga bro sis, lari aja keliling komplek, sypa tau ketemu tetangga yg kece :D",Tidak Ada
"Selalu merasa gampang capek? Mungkin kamu perlu mengubah gaya hidup, cari tahu di",Tidak Ada
@GadjahLampung sampe Kotabumi gak ada. Mending lo tutup akun.,Tidak Ada
"I-Listeners yg lagi gak ada kerjaan, mending dengerin #sorelam bersama @andimuhidham &amp; @aswin_anas selama 4jam &amp; bikin sore Anda makin seru!",Tidak Ada
"@iqbaldjoha @dinadonnaforte sebenernya gua udah liat dia ngetwit gini bal, tapi gua pura-pura gak liat, karna gak kuat bal.. :(",Tidak Ada
“Rakyat capek dgn wacana yg muncul 10th terakhir. Lbh baik utamakan kerja &amp; hidup dgn masyarakat” @GlennFredly #MN,Tidak Ada
Masih mending kalender toko emas ada tanggal merahnya. Coba liat kalender di BB. Item semua gak ada libur. 😫,Tidak Ada
"Apalagi weekend gini. Pacar gak punya, duit abis gara2 beli kembang api sama jagung. Mending main ini deh: Ada PS4!",Tidak Ada
"#Virgo Sesabar apapun Mereka, mereka bakalan nangis juga kalo hati mereka udah gak kuat. :')",Tidak Ada
"Daripada bahas Liga Bapak yg gak ada abisnya mending nonton ini dulu, The Real klub profesional yg menghibur!!",Tidak Ada
∂ķΰ capek hidup slalu bertengkar sama Kª♍ΰ .,Berat
"Kalo emang gak ada, mending gak usah maksa. Apa adanya aja deh hidup ini :)",Tidak Ada
"Dicuekin,diabaikan,didiemin,ditinggalin,dibodoamatin,digak peduliin,gak dikasih kabar. Udah biasa! Udah kuat! Udah gak kaget! Udah kebal!",Tidak Ada
"Tumben bener … RT @sudjiwotedjo: Maaf aku gak terlalu nganggur, gak ada waktu nglayanin twitwar. Heuheu..Mending aku nulis buku, nglukis",Tidak Ada
"Maaf aku gak terlalu nganggur, gak ada waktu nglayanin twitwar. Heuheu..Mending aku nulis buku, nglukis, ngompos musik /guyon ma tetangga",Tidak Ada
"Kalo uda waktunya, ada aja rejeki untuk nikah. Gak usa khawatir :)) RT @niitagustine: @dewahoya mending ditabung buat modal nikah.",Tidak Ada
"Nah buat yang susah move on, bingung cara pdkt, pengen tahu definisi cinta kamu, dan berhenti galau ga jelas, bisa lirik buku #LoveisYou",Ringan
@nukman fahri hamzah ya om? ada yg bisa ajarin dia bikin blog gak sih? 267 poin mah mending ditulis jadi artikel,Tidak Ada
"Nunggu yang gak pasti, mending jalanin dulu aja yang ada, jalan kaki gitu~",Tidak Ada
Mending gak usah beli Guarin. ~ RT @myusuf_ian: min kalo ada guarin marko marin sama lucas piazon nasibnya gimana?,Tidak Ada
karena ada rapat ulangannya gak jadi. mending ulangtahun sana.,Tidak Ada
"Sendu banget bro.. Sabar.. :D “@endry_send: gak ada acara,,palingan juga Hujann ,,,mending nnton NET. dirumah sambil ngemil hhhheem:(”",Tidak Ada
"Ya brarti mending guru, kan gak ada ibu guru nya RT @niccobordax: Pramugari kan buat cwek sihh╮(╯_╰)╭ RT @mikedarsiaarvic: Dari pada ja",Tidak Ada
"Hayoo masih ada yang belum tidur.. Pasti lagi kepikiran sesuatuu.. Mikirin orang yang gak mikirin kita itu useless kok, mending tidur :D",Tidak Ada
"Dicuekin,diabaikan,didiemin,ditinggalin,dibodoamatin,digak peduliin,gak dikasih kabar. Udah biasa! Udah kuat! Udah gak kaget! Udah kebal!",Tidak Ada
"Dicuekin,diabaikan,didiemin,ditinggalin,dibodoamatin,digak peduliin,gak dikasih kabar. Udah biasa! Udah kuat! Udah gak kaget! Udah kebal!",Tidak Ada
"Ini saking capeknya, mau istirahat aja udah gak kuat.",Tidak Ada
"Namja ---&gt; @CECI_LGeumHee: Mending cariin namja buat gue Yun '.' ""WeGotLoves: Kita mau ngapain nih ? yuna gak ada ide tiba2 ._____.""",Tidak Ada
"cowok / cewek di dunia roleplayer masih banyak kak ngapain nungguin dia kalo enggak ada kepastian yang jelas mending cari yg lain, iya gak ?",Tidak Ada
"Dicuekin,diabaikan,didiemin,ditinggalin,dibodoamatin,digak peduliin,gak dikasih kabar. Udah biasa! Udah kuat! Udah gak kaget! Udah kebal!",Tidak Ada
"Tul! @jer4070: kl sblm pileg jkw gak dicalonin, gak bkl milih PDIP. Jkw mending gubernur, ya itung2 ada satu wilayah indonesia yg jg baik.",Tidak Ada
"Mending, daripada gak ada hatinya. :( RT @astymeta: adelladellaide Anatomi kecoa emang gak ada otaknya kok kak.",Tidak Ada
@maafbercanda - Gak ada tapi-tapian. Mending traktir-traktiran. Huh!,Tidak Ada
"[From The Archive]: Iwan Setyawan: ""Saya Capek Hidup Melarat""",Berat
Kalau hatiku punya tangan pasti ia udah melambaikan tangan kalau sebenarnya hatiku udah gak kuat buat nahan perih yang aku rasakan :(:(:(,Tidak Ada
"Minggu siang, gak ada acara menarik d TV, mending Twitteran. -.- #Ketik2",Tidak Ada
"Dari pada bengong dan gak tau mau kemana, mending ke BKB ada event #EnakTerus bersama MYTEA banyak game dan merchandise utk kamu @MyBroSayz",Tidak Ada
"Hari minggu besok, gak tau mau kemana, mending ke BKB ada event #EnakTerus bersama MYTEA banyak game dan merchandise utk kamu @MyBroSayz",Tidak Ada
@ananti mending ada kan daripada gak sama sekali?,Tidak Ada
@KevinPrawira_ yahhh boleh lah. Dikompres gak? Mending Drive. Emang hape lo nggak ada Drive?,Tidak Ada
"daripada gak ada kerjaan sore ini, mending dengerin #sorelam yuk ada @MamatBakrie &amp; @FebyKurniya",Tidak Ada
Insan muda! Daripada kamu gak ada kerjaan mending request lagu barat favorit kamu ke 08122011059 atau mention:D #ShineAfterLunch,Tidak Ada
"@angganggok itu bukan persoalan, kan bukan genre lu tuh..iye gak? Drpd cm kd baju tidur kan mending ada yg ngerawat;p",Tidak Ada
"kalo mimin boleh saran, mending pilih presiden EM yg ngefans ama @naviculamusic ...tapi ada gak yaaa/ :p",Tidak Ada
@meuthia_echa kalo sama aja ama tv lain mending NET. gak usah ada ;),Tidak Ada
"LDR,,, santai ajah yang penting perasaan kuat n yakin kalo dia ngak selingkuh disana... EEHHH udah YAKIN malah Gak Ada kabar,,, Kasiann..!!!",Tidak Ada
"wah TL sepi gini pada ngilang, pengen dibilang mau mamingan gt? :p ujan mblo ujan",Tidak Ada
"Pegel dengernya &gt;&gt; ""@dwi_efananda: Pingin berbisnis, saya gak ada modal ""@Hanya2Menit Drpd berkeluh-kesah ttg gaji, mending bisnis sendiri",Tidak Ada
"#Aries Dicuekin, diabaikan, didiemin, ditinggalin, digak peduliin, gak dikasih kabar. Udah biasa! Udah kuat! Udah gak kaget! Udah kebal!",Tidak Ada
#sobatisenk pengen bisa terbang / menghilang / lari 1000 kuda ?,Tidak Ada
"Mending pake toresto aja:DRT @Hendy_30: @dokterdroid min, ada link download instafood pro gak?",Tidak Ada
"Kayaknya 766 lagu, udah gak kuat kayak dulu RT @YogaB_kone Yah, hari ini mau nyanyi brapa ratus lagu di Sastra Unpad?",Tidak Ada
"Nangis bukan berarti nunjukkin kalo cewe itu lemah, itu tanda hati cewe emang udah bener-bener gak kuat buat mendem unek-uneknya.",Tidak Ada
"Dicuekin,diabaikan,didiemin,ditinggalin,dibodoamatin,digak peduliin,gak dikasih kabar. Udah biasa! Udah kuat! Udah gak kaget! Udah kebal!",Tidak Ada
"Beb, aku udah cape | mmhh dikit lg beb | tapi aku udah gak kuat nih.. Ochh no | dikit lg | Ogah! Gw udah cape dorong mobil butut lu! Щ(ºДºщ)",Tidak Ada
Haha uji nyali ya “@windanoviaa: @Teukuryzki99 good luck ya bang buat uas nya :) kalo udah gak kuat lambaikan tangan aja :D”,Tidak Ada
Line up udah lo atur? kalo masih ada pemain cedera di line up lo mending lo tarik deh daripada gak ngasilin poin #FMSuperSoccer,Tidak Ada
"Mau nanya dulu nih, mending bobo mimpiin Sule apa Suzana? Pilihannya gak ada yang menarik ya.. Hehe..",Tidak Ada
"Nangis bukan berarti nunjukkin kalo cewe itu lemah, itu tanda hati cewe emang udah bener-bener gak kuat buat mendem unek-uneknya :')",Tidak Ada
"Dicuekin, diabaikan, didiemin, ditinggalin, dibodoamatin, gak dipeduliin, gak dikasih kabar. Udah biasa! Udah kuat! Udah gak kaget!",Tidak Ada
"""Pengen sih berhenti stalking, tapi...,"" kata stalkers yang udah kecanduan.",Tidak Ada
"Ya kalo enggak sanggup nahan kangen mending diem, dari pada meledak-ledak gak guna jugakan, yang ada bikin dia tertekan.",Tidak Ada
"@chesteraditya @joyritchie prinsipnya kalo gak ada duit bikin acara mending gak usah bikin, kecuali acara amal,lain soal, gak dibayar jg gpp",Tidak Ada
Cek @JAPSTAR2 RT @Ifaaadisini: masih ada jasa delivery ga siih? Waktu itu ada tp skr menghilang.. pengen sushi niih.. tp males keluar,Tidak Ada
Pengen berhenti lepas dari idoling deh. Asli.,Tidak Ada
"Kalo gak ada kerjaan mending ngaji, ngapain ngurusuhin cowok lugu kayak gue. BUNDERAN WARU PAK !!",Tidak Ada
gak ada kerjaan sore ini?? mending langsung nyalain radio Anda dan dengarkan #sorelam bersama @MamatBakrie &amp; @FebyKurniya cuman di 96.0FM,Tidak Ada
Emang gak capek tiap hari ngurusin hidup orang terus?,Tidak Ada
Lucu ketawan plagiat alibi terus :) muka taro mn? RT @NorthCoast_1933: Gak ada kerjaan yes? Mending ikut demo manajemen mu yg bobrok noh *eh,Tidak Ada
"Ada moment pas kita ngerasa capek,bosen,marah,kesel sama hidup kita sendiri, gua pun pernah di posisi itu..",Tidak Ada
"Sedih bgt liat TKI di Arab Saudi. Sadap2 Ostrali itu gak ada apa2nya lah. Mending urus TKI yuk. Bikin lap.kerja lbh byk, ajarin urus duit",Ringan
"#Gemini sebenernya mah udah gak kuat, tapi di kuat-kuatin aja. :)",Tidak Ada
"Kalo Cuma bagi” doing mah gak ada seru”nya kan, mending dibuat kuis aja yah sekalian :D Setuju kan?",Tidak Ada
"Kekanak-kanakan jg ada batasnya, lek perilakumu seakan-akan koyok iso orep dewe gak btuh wong liyo mending minggat nang alas kono",Tidak Ada
"Urus deh hidup lo sendiri,gak capek ngurusin orang lain?",Ringan
"Karena malam minggu, gak ada yg ngajakin keluar, ditambah hujan rintik2.. Mending merapat yuk bareng mimin liat #KCinemaNET :)",Tidak Ada
"Kalo pengen kaya, Kayakan dulu isi pikiran dg ilmu2 yang bermanfaat. Selama masih hidup, ga boleh berhenti dlm menuntut ilmu.",Tidak Ada
"Gk usa nangis !!! Sabar ja sampe mati !! Hidup itu kerass , jng lembek km ngadapinx !! Shiit !! Capek !!",Tidak Ada
"Gak ada acara sore ini? Ayok mending ikut Pablo k KJ tail #UjicobArema vs Jember UTD, GRATIS!!",Tidak Ada
Kok pengen bisa ngilang kenapa hayoo? :p &gt;&gt; @KhoirilFikriM @swaragamafm pengen bisa ngilang sama terbang broo :D .,Tidak Ada
"Kalo cuma buat dapat status, cuma biar ada yang ditelpon, ya mending gak usah LDR, buang waktu dan habisin pulsa aja.",Tidak Ada
"Data"" Penting Hilang :) bukan Berarti aku berhenti :v Malahan Pengen Mulai dari awal lagi agar sempurna ):D #hackertoinside",Tidak Ada
gak mungkin pemerintah biayai semua penggantian armada baru. harus ada dukungan dr masyarakat juga. mikir deh mending (via @radenkikin),Tidak Ada
"klo masih gak mau beralih k angkutn umum, gimana mau dibenahi, kan anggrannya gak ada. jadi pada mikir deh mending. (via @radenkikin)",Tidak Ada
"@aMrazing Gak kuat Lex.. Ya udah, Ura aja~ Kapan?! :""&gt;",Tidak Ada
Gak capek mbaksis hidup ngikutin orang mulu segala mau sok meninggi malah jadi dipandang rendah? Plisdeh.,Tidak Ada
"dan yg gak ada kepentingan buat keluar,,mending g usah keluar,,soalnya ada Konvoi OVJ jg mulai jam 8,,jd kayaknya bakal macet Kota Malang :)",Tidak Ada
@TheWiwince iya nanti naik M26 aja dari cwang jgn dari pgc gak ada. Abis itu mending langsung naik ojek soalnya angkot di galaxy agak susah,Tidak Ada
Capek mikir hidup,Ringan
"Kalo tiap ribut selalu ngungkit masa lalu, mending putus aja deh. Karena gak bakalan ada ujungnya :)",Tidak Ada
"Ya kalo gak ada manfaatnya, mending gak usah dipikirin. Simple...",Tidak Ada
Lo itu kalo gak ada kerjaan jangan cari masalah. Mending lo itu beramal jadi babu gue aja sini!!,Tidak Ada
"Jenuh, masalahnya udah terlalu lama gak ketemuan. Balik lagi ke pelaku #LDR-nya, ada yang kuat ada yang enggak. :)",Tidak Ada
"Udah ye, daripada ente cuma melayang2 di dunia teori dan rencana, mending laksanain aje, @harismz. Setahu ane, sejak 1956, gak ada yg sakses",Tidak Ada
"Klo cemburu ditahan, kecewa ditahan, sakit hati ditahan, tapi klo udah gak kuat air matanya dah keluar itulah cewe",Ringan
"Kalo cewek udah mutusin, kemungkinan ada 2 sebabnya: 1.) mau liat perjuangan si cowok untuk mempertahankan, 2.) udah capek &amp; gak kuat lagi.",Ringan
"Kisah si emak belum berhenti untuk meraih cita""nya, ikuti kelanjutan kisahnya dalam "" EMak Ijah Pengen Ke Mekah pukul 21:00 WIB",Tidak Ada
@finskey biar lengkap gitu LINE WA BBM. Buat Navy's Store sih. Udah gak kuat pake BB. 😫,Tidak Ada
"sebenarnya aku sudah capek, kalo kita kayak gini terus, aku pengen kita berhenti ribut, musuhan dan bertengkar, kamu mau kan?”",Tidak Ada
"kalo punya pacar tp g pernah dihubungin sih,mending jomblo deh,,klo jomblo kan paling gak udah terbiasa gak ada yg ngubungin,jd g ngarep :D",Tidak Ada
Ciyee yang lagi nahan kangen padahal udah gak kuat banget pengen ketemu. yakin itu disana dia gak selingkuh sama yang lain ?,Tidak Ada
"akhirnya dia sadar » ""@savicali: Dan kalo gak mau capek ranselnya jgn kebanyakan barang. #eh | Hidup itu spt ransel""",Tidak Ada
Dan kalo gak mau capek ranselnya jgn kebanyakan barang. #eh RT @AlissaWahid: Hidup itu seperti (cont),Tidak Ada
"Kalo ada yg bilang lebih baik sakit gigi drpd sakit hati, aku cuma mau bilang Goblok Raimu Cok, mending sakit hati lah gak ngrasain ngilu",Ringan
malam minggu gak ada kegiatan dan jomblo? mending ikutan #USUjodoh biar rame...,Tidak Ada
"Buat kawan simPATI yang gak kemana-mana, mending mainan game aja yuk. Ada game #simPATIBPL sama game Tebak Lirik #DapatLebih lho!",Tidak Ada
Kenapa smoking room malah pengen berhenti ngerokok? Karena biasanya sumpek banget sama asap. Trus bikin baju/badan bau banget.,Tidak Ada
"Ngomong-ngomong, smoking room di Bandara itu sangat bagus. Bikin orang pengen berhenti merokok.",Tidak Ada
#SlankNggakAdaMatinya Bro udah gak ada kesibukan?!? Mending nonton @AFIndosiar sekarang!! Ada @fishGOD yg kembali jadi juri!!!,Tidak Ada
Wanita : 1. Pengen Kurus Tapi Ngga Bisa Berhenti Makan. 2. Pengen Hemat tapi Ngga Bisa Berhenti Belanja.,Tidak Ada
Ciyee yang lagi nahan kangen padahal udah gak kuat banget pengen ketemu. yakin itu disana dia gak selingkuh sama yang lain ? Hahaha,Tidak Ada
Kalau gak ada kasus #Sapi entah bagaiaman pongahnya partai #sapi yang kau puja itu. Mending bersihkan partai dr maling2 @bayprio,Tidak Ada
"Mending di tempatmu aja, Bos @MustofaNahra. Kalau ditagih @hafidz_ary besok di jakarta mah gak bisa. Ada kerjaan. @cintasaja",Tidak Ada
"Klo pengen bisa bobok, coba itu mata nya merem trus berhenti ngjak ngobrol !!",Tidak Ada
"Bukan mending mana, tapi mampunya apa. “@hansdavidian: Mending mati muda tapi dikenang sepanjang masa atau idup tua &amp; gak ada yg inget?”",Tidak Ada
